UserId	UserIdSecondary	PlayerName	CharacterLevel	GuildName	ClassId	ClassVariant	GearScore	RoleId	Activity1	Activity2	LastLogin	ParsedLastLogin	JoinTS	ParsedJoinTS
10296	10296	Jogi	57		1	7310002	12046	4	420	670	1760808806	2025-10-18 17:33:26	1760033895	2025-10-09 18:18:15
11238	11238	Jebou	57		2	7320002	10884	4	250	250	1760697151	2025-10-17 10:32:31	1760568654	2025-10-15 22:50:54
25598	25598	Alice	57		1	7310002	11374	4	400	470	1760807677	2025-10-18 17:14:37	1760295667	2025-10-12 19:01:07
32786	32786	Cinderella	57		5	7350002	10539	4	420	670	1760797311	2025-10-18 14:21:51	1760036103	2025-10-09 18:55:03
41834	41834	xArya	57		1	7310004	12928	4	320	320	1760792302	2025-10-18 12:58:22	1760478183	2025-10-14 21:43:03
45776	45776	Crowned	57		11	7390002	11395	4	280	280	1760818950	2025-10-18 20:22:30	1760440730	2025-10-14 11:18:50
53568	53568	Bonifacio	55		5	7350002	10559	4	330	350	1760717145	2025-10-17 16:05:45	1760294905	2025-10-12 18:48:25
62113	62113	Sanatoria	56		1	7310002	9753	4	170	320	1760731786	2025-10-17 20:09:46	1760021804	2025-10-09 14:56:44
63639	63639	eba	57		9	7370002	11479	4	420	650	1760807173	2025-10-18 17:06:13	1760013981	2025-10-09 12:46:21
65742	65742	Ecchika	53		12	7400002	9140	4	320	510	1760791662	2025-10-18 12:47:42	1760021173	2025-10-09 14:46:13
67870	67870	Rothkal	55		9	7370002	8744	4	40	40	1760786675	2025-10-18 11:24:35	1760709616	2025-10-17 14:00:16
68605	68605	Tenssen	56		1	7310002	9939	4	170	170	1760804116	2025-10-18 16:15:16	1760484635	2025-10-14 23:30:35
71961	71961	Zaichiki	57		2	7320002	11509	3	340	510	1760818358	2025-10-18 20:12:38	1760015849	2025-10-09 13:17:29
72386	72386	Cutlass	56		2	7320002	11222	4	350	540	1760806365	2025-10-18 16:52:45	1760015047	2025-10-09 13:04:07
153717	153717	Willem	46		1	7310002	6591	4	100	140	1760790470	2025-10-18 12:27:50	1760295006	2025-10-12 18:50:06
172168	172168	floyd	56		1	7310002	10546	4	330	580	1760688417	2025-10-17 08:06:57	1760021254	2025-10-09 14:47:34
209739	209739	Yannix	57		1	7310002	11468	4	360	570	1760802582	2025-10-18 15:49:42	1760021606	2025-10-09 14:53:26
220033	220033	VicTim	57		13	7410002	9782	4	420	420	1760783763	2025-10-18 10:36:03	1760362892	2025-10-13 13:41:32
227398	227398	LorTrix	57		13	7410002	10495	4	400	470	1760804875	2025-10-18 16:27:55	1760296114	2025-10-12 19:08:34
232242	232242	IgnaPheonix	56		11	7390002	8199	4	200	320	1760808418	2025-10-18 17:26:58	1760026202	2025-10-09 16:10:02
240574	240574	HangryPanda	57		1	7310002	10567	4	350	600	1760785439	2025-10-18 11:03:59	1760022508	2025-10-09 15:08:28
241771	241771	Allumi	57		1	7310002	9683	4	400	590	1760782861	2025-10-18 10:21:01	1760113658	2025-10-10 16:27:38
241840	241840	pinky	57		13	7410002	10414	4	0	0	1760807668	2025-10-18 17:14:28	1760817675	2025-10-18 20:01:15
246090	246090	Ikaaa	29		12	7400002	2570	4	0	90	1760443325	2025-10-14 12:02:05	1760021050	2025-10-09 14:44:10
256899	256899	Caxavo	56		1	7310002	10744	3	250	460	1760742364	2025-10-17 23:06:04	1760015007	2025-10-09 13:03:27
258953	258953	Rowlet	56		5	7350002	10521	4	300	530	1760804163	2025-10-18 16:16:03	1760021778	2025-10-09 14:56:18
262378	262378	Siv	57		12	7400002	11664	2	420	670	1760803882	2025-10-18 16:11:22	1760027137	2025-10-09 16:25:37
267096	267096	thirteen	50		5	7350002	9286	4	190	440	1760544095	2025-10-15 16:01:35	1760021397	2025-10-09 14:49:57
276659	276659	Msam	57		2	7320002	10794	4	420	630	1760809427	2025-10-18 17:43:47	1760020196	2025-10-09 14:29:56
277227	277227	Raa	52		1	7310002	9748	4	310	540	1760738208	2025-10-17 21:56:48	1760024620	2025-10-09 15:43:40
287426	287426	TKPStefan	57		2	7320002	11083	4	370	620	1760789668	2025-10-18 12:14:28	1760016850	2025-10-09 13:34:10
326132	326132	LiterallyKiyan	57		13	7410002	10575	4	390	640	1760790326	2025-10-18 12:25:26	1760020102	2025-10-09 14:28:22
414091	414091	Simo	57		2	7320002	10721	4	420	670	1760803624	2025-10-18 16:07:04	1760033066	2025-10-09 18:04:26
416036	416036	Solteki	56		9	7370002	10495	3	350	580	1760807200	2025-10-18 17:06:40	1760019634	2025-10-09 14:20:34
417859	417859	Slabakker	53		1	7310002	9585	4	190	190	1760777328	2025-10-18 08:48:48	1760627137	2025-10-16 15:05:37
418748	418748	Mupechito	57		12	7400002	10908	4	420	670	1760761859	2025-10-18 04:30:59	1760022619	2025-10-09 15:10:19
422338	422338	Alaric	57		9	7370002	10713	4	350	540	1760789182	2025-10-18 12:06:22	1760016321	2025-10-09 13:25:21
434449	434449	Easis	56		5	7350002	10407	4	230	270	1760799574	2025-10-18 14:59:34	1760295207	2025-10-12 18:53:27
481778	481778	Shisori	48		11	7390002	7461	4	80	210	1760558370	2025-10-15 19:59:30	1760022491	2025-10-09 15:08:11
483785	483785	Dev	57		13	7410002	11204	4	400	610	1760806405	2025-10-18 16:53:25	1760026267	2025-10-09 16:11:07
616610	616610	FearnotYuri	57		1	7310002	11456	4	340	510	1760805682	2025-10-18 16:41:22	1760026195	2025-10-09 16:09:55
621070	621070	Titania	46		13	7410002	5885	4	90	90	1760663529	2025-10-17 01:12:09	1760569681	2025-10-15 23:08:01
631677	631677	Nimba	46		4	7340002	8000	4	70	300	1760552685	2025-10-15 18:24:45	1760027639	2025-10-09 16:33:59
639381	639381	Callum	42		5	7350002	5531	2	100	310	1760723383	2025-10-17 17:49:43	1760018617	2025-10-09 14:03:37
649525	649525	Ruby	56		13	7410002	9734	4	330	580	1760724098	2025-10-17 18:01:38	1760024618	2025-10-09 15:43:38
676550	676550	Rein	57		4	7340002	10445	4	400	580	1760803027	2025-10-18 15:57:07	1760113915	2025-10-10 16:31:55
832018	832018	Nozel	57		2	7320002	11476	4	420	460	1760811156	2025-10-18 18:12:36	1760295195	2025-10-12 18:53:15
834551	834551	Bemgi	36		9	7370002	5396	4	0	130	1760598442	2025-10-16 07:07:22	1760020105	2025-10-09 14:28:25
908136	908136	Jaka	57		5	7350002	10793	1	330	560	1760793302	2025-10-18 13:15:02	1760021899	2025-10-09 14:58:19
1026816	1026816	Weelly	57		11	7390002	12377	4	400	610	1760787580	2025-10-18 11:39:40	1760072857	2025-10-10 05:07:37
1077454	1077454	Philotimo	57		5	7350002	7171	4	210	210	1760786247	2025-10-18 11:17:27	1760635033	2025-10-16 17:17:13
1250171	1250171	Asuna	57		1	7310002	11718	4	350	350	1760812701	2025-10-18 18:38:21	1760363276	2025-10-13 13:47:56
1647471	1647471	CovertCapybara	55		12	7400002	10137	4	350	540	1760810853	2025-10-18 18:07:33	1760042649	2025-10-09 20:44:09
1654820	1654820	Middna	57		2	7320002	8212	4	250	250	1760814744	2025-10-18 19:12:24	1760354629	2025-10-13 11:23:49
1677325	1677325	Pieck	56		12	7400002	10743	4	280	300	1760811231	2025-10-18 18:13:51	1760294632	2025-10-12 18:43:52
1845731	1845731	Maiki	57		13	7410002	10178	4	420	570	1760790791	2025-10-18 12:33:11	1760113640	2025-10-10 16:27:20
1854103	1854103	Peanuts	56		11	7390002	11336	4	270	310	1760796153	2025-10-18 14:02:33	1760294923	2025-10-12 18:48:43
1884171	1884171	Lun	51		11	7390002	9529	4	280	280	1760643954	2025-10-16 19:45:54	1760307853	2025-10-12 22:24:13
1884242	1884242	Hideurwives	57		2	7320002	10360	4	400	630	1760812970	2025-10-18 18:42:50	1760029651	2025-10-09 17:07:31
1884924	1884924	Nharryto	57		1	7310002	10921	4	400	440	1760805100	2025-10-18 16:31:40	1760294857	2025-10-12 18:47:37
2050528	2050528	Frenkyno	57		12	7400002	10847	4	360	480	1760784629	2025-10-18 10:50:29	1760186371	2025-10-11 12:39:31
2058293	2058293	DeathRose	57		4	7340002	11312	4	420	650	1760805200	2025-10-18 16:33:20	1760053072	2025-10-09 23:37:52
2089266	2089266	Axticy	57		11	7390002	11031	4	0	0	1760808521	2025-10-18 17:28:41	1760817679	2025-10-18 20:01:19
2879625	2879625	Alesk	57		1	7310002	10974	0	0	0	1760785658	2025-10-18 11:07:38	0	
2890675	2890675	Wiliaem	55		5	7350002	9438	0	0	0	1760717964	2025-10-17 16:19:24	0	
3305766	3305766	Rinux	40		1	7310002	5764	4	70	240	1760702536	2025-10-17 12:02:16	1760103002	2025-10-10 13:30:02
3500301	3500301	Rheine	50		1	7310002	7192	4	70	70	1760756330	2025-10-18 02:58:50	1760681441	2025-10-17 06:10:41
4160054	4160054	Luciendar	26		1	7310002	1938	4	10	10	1760721446	2025-10-17 17:17:26	1760440738	2025-10-14 11:18:58
4354862	4354862	Dusk	57		4	7340002	9842	4	10	10	1760809025	2025-10-18 17:37:05	1760817676	2025-10-18 20:01:16
4541401	4541401	HorrorRox	57		1	7310002	12724	4	0	0	1760807191	2025-10-18 17:06:31	1760814295	2025-10-18 19:04:55
16591577	16591577	Segeking	57		12	7400002	11529	0	0	0	1760816003	2025-10-18 19:33:23	0	
16593076	16593076	Keikikyuu	56		11	7390002	10749	0	0	0	1760758958	2025-10-18 03:42:38	0	
27650621	27650621	hykamii	54		12	7400002	8215	4	80	80	1760797899	2025-10-18 14:31:39	1760709505	2025-10-17 13:58:25
31543955	31543955	SDNY	52		5	7350002	6637	4	0	0	1760706646	2025-10-17 13:10:46	1760716557	2025-10-17 15:55:57
34818194	34818194	Tancred	32		9	7370002	3376	4	0	0	1760561429	2025-10-15 20:50:29	1760568364	2025-10-15 22:46:04
42603168	42603168	Cornelious	57		11	7390002	10963	0	0	0	1760774108	2025-10-18 07:55:08	0	
59601510	59601510	Nebula	55		5	7350002	9153	0	0	0	1760803205	2025-10-18 16:00:05	0	
70250813	70250813	Ayuzi	55		1	7310002	9063	0	0	0	1760774039	2025-10-18 07:53:59	0	
71478207	71478207	Juice	57		11	7390002	9759	0	0	0	1760802301	2025-10-18 15:45:01	0	
82743365	82743365	Fade	57		11	7390002	9347	0	0	0	1760788050	2025-10-18 11:47:30	0	
83599650	83599650	Calbee	39		1	7310002	2906	4	70	70	1760633014	2025-10-16 16:43:34	1760568364	2025-10-15 22:46:04
84382121	84382121	Fyren	57		13	7410002	10231	0	0	0	1760813066	2025-10-18 18:44:26	0	
85404081	85404081	Frosch	55		11	7390002	8057	4	70	70	1760814764	2025-10-18 19:12:44	1760681467	2025-10-17 06:11:07
85608491	85608491	Helin	52		5	7350002	7229	4	100	100	1760809264	2025-10-18 17:41:04	1760702848	2025-10-17 12:07:28
86244247	86244247	Jumana	28		2	7320002	2680	4	0	0	1760647789	2025-10-16 20:49:49	1760608825	2025-10-16 10:00:25
96054112	96054112	Dantia	27		1	7310002	2551	4	30	30	1760804712	2025-10-18 16:25:12	1760807349	2025-10-18 17:09:09
